id,packageName,owner,repo,dependencies
7757,nimble,thirdwing,nimble,,Rcpp;methods;igraph;testthat;Rcpp;RcppEigen;
7758,azr,azvoleff,azr,,lubridate;
7759,grapler,GRAPLE,GRAPLEr,,ncdf;RCurl;glmtools;
7760,grapler,kcratie,GrapleR,,ncdf;RCurl;glmtools;
7761,fldata,flr,FLData,,FLCore;FLAssess;INLA;MASS;
7762,mellonmisc,jon-mellon,mellonMisc,,
7763,quickquery,cjeiler,quickQuery,,
7764,intonation,usagi5886,intonation,,audio;PraatR;
7765,simplevenn,srbhgaur,simpleVenn,,
7766,rgoogleanalytics,Tatvic,RGoogleAnalytics,,lubridate;httr;testthat;
7767,rgoogleanalytics,hezumartin,rga14,,rjson;RCurl;
7768,rgoogleanalytics,noahhl,r-google-analytics,,RCurl;XML;
7769,quantedadata,kbenoit,quantedaData,,quanteda;
7770,read.survey,DIRKMJK,read.survey,,
7771,stochasticcib,alastair-JL,StochasticCIB,,
7772,factoranalytics,arorar,FactorAnalytics,,xts;foreach;PerformanceAnalytics;zoo;corrplot;robust;leaps;lars;strucchange;lmtest;sandwich;lattice;MASS;sn;boot;parallel;doSNOW;RCurl;bestglm;testthat;
7773,dataviz,rsquaredin,dataviz,,
7774,bwgtools,SrivastavaLab,bwgtools,,rdrop2;readxl;assertthat;dplyr;magrittr;ggplot2;stringr;lazyeval;lubridate;readr;tidyr;testthat;knitr;httpuv;zoo;
7775,pkpdmisc,dpastoor,PKPDmisc,,Rcpp;BH;Rcpp;ggplot2;reshape2;dplyr;lazyeval;data.table;stringr;magrittr;readr;knitr;rmarkdown;testthat;xpose4;
7776,dynamicsimulation,phenaff,R-Package-DynamicSimulation,,fInstrument;timeSeries;Hmisc;xtable;empfin;
7777,descopl,WilliamKinaan,descopl,,
7778,slackrbot,jayjacobs,slackrbot,,Rook;httpuv;rjson;httr;rvest;utils;
7779,missingdatagui,chxy,MissingDataGUI,,gWidgetsRGtk2;ggplot2;GGally;cairoDevice;grid;reshape;Hmisc;norm;mice;mi;
7780,dotenv,gaborcsardi,dotenv,,magrittr;falsy;
7781,rwty,danlwarren,RWTY,,ape;ggplot2;reshape2;phangorn;MASS;coda;stringr;viridis;grid;plyr;knitr;
7782,dismod,EmilHvitfeldt,DisMod,,
7783,rstpm2,mclements,rstpm2,,methods;survival;splines;graphics;Rcpp;numDeriv;stats;mgcv;bbmle;RUnit;gaussquad;Rcpp;RcppArmadillo;
7784,catsplainr,hilaryparker,catsplainr,,explainr;knitr;
7785,rcsvw,davideceolin,rcsvw,,rjson;RCurl;rrdf;httr;stringi;testthat;
7786,nonnest2,qpsy,nonnest2,,CompQuadForm;mvtnorm;lavaan;sandwich;knitr;testthat;
7787,grabr,willpearse,grabr,,knitr;RCurl;rjson;
7788,htmlhelp,noamross,htmlhelp,,RCurl;
7789,qpc,dpastoor,QPC,,ggplot2;PKPDmisc;dplyr;lazyeval;tidyr;knitr;
7790,gambin,mkborregaard,gambin,,stats;
7791,gpmh,tom-jin,GPMH,,knitr;
7792,rebus.numbers,richierocks,rebus.numbers,,rebus.base;utils;testthat;
7793,valfilr,MansMeg,valfilr,,
7794,trypanosoma.cruzi.clbrener,elsayed-lab,Trypanosoma.cruzi.CLBrener,,AnnotationDbi;methods;OrganismDbi;GenomicFeatures;GO.db;org.TcCLB.tritryp.db;TxDb.TcruziCLBrener.tritryp25.genes;GenomicFeatures;AnnotationDbi;
7795,rcgh,brian-bot,rCGH,,methods;DNAcopy;ggplot2;lattice;plyr;limma;DNAcopy;affy;mclust;aCGH;RUnit;knitr;shiny;
7796,rcgh,fredcommo,rCGH,,methods;plyr;DNAcopy;lattice;aCGH;ggplot2;grid;shiny;RUnit;BiocGenerics;limma;affy;mclust;TxDb.Hsapiens.UCSC.hg19.knownGene;org.Hs.eg.db;GenomicFeatures;GenomeInfoDb;GenomicRanges;AnnotationDbi;parallel;BiocStyle;knitr;
7797,hybridmodels,fernandosm,hybridModels,,doParallel;foreach;ggplot2;GillespieSSA;parallel;reshape2;stats;stringr;grid;
7798,mendelian,BartBroeckx,Mendelian,,stringr;foreach;iterators;knitr;
7799,lexr,trinker,lexr,,data.table;ggplot2;graphics;stats;stringi;testthat;
7800,colmaps,nebulae-co,colmaps,,sp;ggplot2;mapproj;micromap;knitr;
7801,laycca,thelayc,laycca,,plyr;assertthat;stringr;dplyr;tidyr;lubridate;assertive;scales;ggthemes;knitr;rmarkdown;
7802,rosettafeatures,momeara,RosettaFeatures,,assertthat;assertr;plyr;dplyr;methods;stats;grDevices;magrittr;stringr;optparse;reshape2;proto;ggplot2;RSQLite;logspline;plotrix;polynom;jsonlite;xtable;scales;doMC;viridis;
7803,noamtools,noamross,noamtools,,plyr;ggplot2;grid;tools;stringi;yaml;
7804,cantrance,netterie,cantrance,,ggplot2;survival;cmprsk;reshape;plyr;gridExtra;msm;xtable;
7805,personal,gancedo,personal,,
7806,rpart.utils,cvarrichio,rpart.utils,,rpart;RODBC;
7807,qtl2geno,rqtl,qtl2geno,,Rcpp;yaml;jsonlite;data.table;parallel;stats;utils;knitr;rmarkdown;testthat;devtools;roxygen2;qtl;Rcpp;
7808,logger,rkrug,logger,,
7809,grade,ltjohnson,grade,,
7810,ifelser,dfalbel,ifelser,,testthat;knitr;magrittr;
7811,govnr,Smudgerville,govnR,,
7812,influenzanet,ntncmch,influenzanet,,ggplot2;igraph;jsonlite;lubridate;plyr;stringr;parallel;doParallel;myRtoolbox;dplyr;reshape2;car;gridExtra;nlme;nortest;
7813,cigener,timknut,cigeneR,,
7814,rhymetr,daikonradish,rhymetR,,utils;methods;
7815,grmextractor,ben-domingue,GRMextractor,,parallel;
7816,swepophist,junkka,swepophist,,knitr;ggplot2;tidyr;dplyr;
7817,partpaircompare,alishinski,partpaircompare,,
7818,elan,dalejbarr,elan,,dplyr;XML;plyr;
7819,discstats,myeomans,discstats,,
7820,plume,holstius,plume,,sp;splines;ggplot2;plyr;scales;
7821,smite,GreallyLab,SMITE,,scales;plyr;Hmisc;AnnotationDbi;org.Hs.eg.db;ggplot2;reactome.db;KEGG.db;BioNet;goseq;methods;IRanges;Biobase;GenomicRanges;igraph;S4Vectors;tools;BiocGenerics;knitr;
7822,moobench,danielhorn,moobench,,checkmate;BBmisc;ParamHelpers;soobench;ggplot2;emoa;gridExtra;testthat;
7823,bingoer,barryrowlingson,bingoer,,
7824,rwirelesscom,algutier1,rwirelesscom,,ggplot2;stats;Rcpp;testthat;Rcpp;
7825,rwikidata,chgrl,rwikidata,,httr;png;
7826,contfractr,shannonrush,contfractr,,
7827,r.oo,HenrikBengtsson,R.oo,,R.methodsS3;methods;utils;tools;
7828,clusterpower,nickreich,clusterPower,,lme4;
7829,futools,wahani,fuTools,,
7830,synchrony,tgouhier,synchrony,,
7831,relmm,jrklasen,relMM,,lme4;pedigreemm;Matrix;
7832,rfigshare,ropensci,rfigshare,,testthat;gdata;uuid;methods;RJSONIO;httr;httpuv;plyr;yaml;ggplot2;XML;
7833,bcndataaccess,BCNAnalytics,BcnDataAccess,,XML;
7834,factorial,StoreyLab,factorial-MA-RS,,plyr;dplyr;tidyr;reshape2;proto;ggplot2;gplots;colorRamps;limma;edgeR;DESeq2;TTR;GSEAMA;gridExtra;knitr;
7835,ezmet,zf-ibrahim,EZmet,,XLConnectJars;XLConnect;
7836,effectliter,amayer2010,EffectLiteR,,lavaan;methods;shiny;foreign;ggplot2;nnet;survey;lavaan.survey;car;
7837,cancer,kmezhoud,canceR,,tcltk;tcltk2;cgdsr;GSEABase;GSEAlm;tkrplot;geNetClassifier;RUnit;Formula;rpart;survival;Biobase;phenoTest;Formula;rpart;Biobase;circlize;plyr;
7838,copasutils,AndersenLab,COPASutils,,ggplot2;reshape2;dplyr;kernlab;stringr;knitr;
7839,wbdata,JiyingWen,wbData,,stats;dplyr;ggplot2;tidyr;
7840,r.io,HenrikBengtsson,R.io,,R.oo;R.utils;R.basic;R.lang;R.graphics;
7841,preseqr,chaodengusc,preseqR,,polynom;
7842,jadetf,jean997,jadeTF,,Matrix;Rcpp;Rcpp;knitr;
7843,refnet,yngcan,refnet,,maptools;maps;rworldmap;RecordLinkage;Matrix;plyr;igraph;network;sna;Hmisc;reshape2;ggplot2;
7844,sdraw,tmcd82070,SDraw,,spsurvey;utils;rgdal;rgeos;graphics;sp;
7845,sdraw,tmcd82070,SDrawGUI,,RGtk2;spsurvey;utils;rgdal;rgeos;sp;
7846,clockstarg,sebastianduchene,clockstarG,,ape;cluster;doParallel;foreach;
7847,blissr,albhasan,blissR,,testthat;methods;RCurl;rgdal;parallel;raster;utils;rgeos;bitops;XML;ptw;MODIS;scidb;
7848,toaster,teradata-aster-field,toaster,,RODBC;plyr;reshape2;ggplot2;ggthemes;scales;RColorBrewer;grid;wordcloud;ggmap;GGally;memoise;slam;foreach;stats;testthat;tm;doParallel;
7849,strategery,danielkrizian,strategery,,R6;data.table;xts;testthat;
7850,thesisproject,antonlund2,thesisproject,,
7851,mosaics,dongjunchung,mosaics,,methods;graphics;Rcpp;MASS;splines;lattice;IRanges;GenomicRanges;GenomicAlignments;Rsamtools;GenomeInfoDb;S4Vectors;mosaicsExample;parallel;Rcpp;
7852,splitr,rich-iannone,SplitR,,stats;utils;graphics;grDevices;plyr;ggplot2;lubridate;RCurl;cluster;maps;mapdata;
7853,hydrogeo.p,abarbour,hydrogeo,,reshape2;
7854,hillmaker,gilinson,hillmakeR,,plyr;
7855,fheatmap,sentisci,fheatmap,,grid;RColorBrewer;gdata;ggplot2;reshape2;gplots;
7856,l2tdatabase,LearningToTalk,L2TDatabase,,testthat;RMySQL;assertthat;dplyr;lubridate;readr;stringr;DBI;tidyr;daff;
7857,fluidscqpcr,RubD,fluidSCqpcr,,ggplot2;reshape2;
7858,qepackage,dgolicher,qepackage,,
7859,discgolf,sckott,discgolf,,httr;jsonlite;xml2;testthat;
7860,wurstminer,jemus42,wurstmineR,,jsonlite;httr;plyr;lubridate;reshape2;stringr;dplyr;
7861,rdistance,tmcd82070,Rdistance,,knitr;graphics;stats;utils;
7862,papages,R-Finance,PApages,,PerformanceAnalytics;gtools;Hmisc;sn;fBasics;gplots;
7863,gammafdr,xingrenUB,GammaFDR,,
7864,msgtools,leeper,msgtools,,ISOcodes;tools;utils;devtools;pkgKitten;knitr;
7865,pair.mglmm,rceratti,pair.mglmm,,cplm;doParallel;Rcpp;RcppArmadillo;lme4;MASS;Matrix;tweedie;reshape;powell;Rcpp;RcppArmadillo;
7866,psiplot,kcha,psiplot,,ggplot2;reshape2;plyr;methods;testthat;
7867,animove,wegmann,AniMove,,
7868,wtsutilities,wStockhausen,wtsUtilities,,graphics;grDevices;sqldf;tcltk;
7869,qtl,byandell,qtl,,graphics;stats;utils;snow;rlecuyer;
7870,qtl,pjotrp,rqtl-mqm,,snow;
7871,qtl,zgao,rqoclt,,graphics;stats;parallel;utils;parallel;
7872,rutils,ayee,rutils,,
7873,rutils,capelastegui,rutils,,plyr;dplyr;ROCR;ggplot2;reshape2;gsubfn;testthat;
7874,rutils,giupo,rutils,,methods;parallel;
7875,rutils,rladeira,rUtils,,testthat;
7876,rutils,tlamadon,rutils,,testthat;digest;plyr;reshape2;stringr;ggplot2;MSBVAR;sandwich;lmtest;copula;
7877,pborepo,abarbour,pborepo,,abind;corpcor;httr;RCurl;plyr;dplyr;zoo;
7878,multimed,SiminaB,MultiMed-release,,RUnit;BiocGenerics;
7879,calvadrscripts,jmarca,calvad_rscripts,,testthat;sqldf;Amelia;RPostgreSQL;reshape2;ggplot2;rcouchutils;lattice;zoo;
7880,incadata,cancercentrum,incadata,,decoder;plyr;dplyr;rccmisc;rccdates;stringr;sweidnumbr;tools;testthat;
7881,normt3,genome-vendor,r-cran-normt3,,
7882,rccm,cjbayesian,rccm,,
7883,meteodatafrance,ecor,MeteoDataFrance,,stringr;jsonlite;
7884,nclrmodelling,rcourses,nclRmodelling,,nclRexercises;coin;survival;knitr;
7885,rcas,Brain-Dynamics,RCAS,,httr;
7886,berginskirmisc,mbergins,BerginskiRMisc,,
7887,rwordseg,lijian13,Rwordseg,,rJava;RUnit;
7888,hatenab,dichika,hatenab,,httr;
7889,ggsubplot,garrettgman,ggsubplot,,ggplot2;plyr;proto;grid;scales;methods;
7890,rfevip,kpadm,rfeVIP,,
7891,googlecite,muschellij2,googleCite,,RColorBrewer;XML;wordcloud;tm;stringr;plyr;
7892,signal,bcutler,signal,,
7893,distancematrix,jaspercooper,distancematrix,,
7894,rtutorprocurementauction,Fcolli,RTutorProcurementAuction,,RTutor;foreign;dplyr;lfe;stargazer;sandwich;XML;leaflet;regtools;AER;
7895,createmaptiles,tjmckinley,createmaptiles,,sp;rgdal;methods;
7896,gofish,astatham,GOfish,,xtable;topGO;GO.db;GenomicRanges;GenomicFeatures;goseq;BiasedUrn;geneLenDataBase;minfi;org.Mm.eg.db;org.Hs.eg.db;
7897,rcba,jaroslav-kuchar,rCBA,,rJava;arules;R.utils;
7898,weathergen,walkerjeffd,weathergen,,dplyr;tidyr;lubridate;hydromad;biwavelet;forecast;zoo;moments;knitr;rmarkdown;ggplot2;scales;ggmap;stringr;
7899,fi.gdsc.anova,francescojm,FI.GDSC.ANOVA,,
7900,demotables,gitronald,demotables,,psych;
7901,sinodate,chainsawriot,sinodate,,lubridate;testthat;
7902,trendsmarket,abasu644,trendsmarket,,lattice;httpRequest;knitr;zoo;ggplot2;reshape2;
7903,resamplr,blkqi,resamplr,,ggplot2;
7904,usefulr,dhammarstrom,usefulR,,
7905,usefulr,imouzon,usefulR,,
7906,npci,vdorie,npci,,stats;methods;mlegp;dbarts;rstan;Rcpp;
7907,datastructurer,mingzhou,dataStructureR,,magrittr;dplyr;data.table;
7908,datastructures,Rexamine,DataStructures,,Rcpp;Rcpp;BH;
7909,twolifr,andrechalom,TWoLifR,,plotrix;
7910,epididact,JUANCCI,Epididact,,
7911,faoswsstock,SWS-Methodology,faoswsStock,,faosws;data.table;ggplot2;zoo;knitr;
7912,gameoflife,Rmulet,GameOfLife,,
7913,latticist,floybix,latticist,,lattice;latticeExtra;vcd;gWidgets;utils;playwith;hexbin;deldir;tripack;DAAG;RGtk2;gWidgetsRGtk2;gWidgetstcltk;MASS;
7914,singlepassdetection,Conte-Ecology,singlePassDetection,,ggplot2;rjags;lme4;nlme;dplyr;data.table;knitr;roxygen2;reshape;detect;lubridate;
7915,cromppass,dnusinow,cRomppass,,magrittr;dplyr;
7916,runemploymentdata,trulia,rUnemploymentData,,stringr;choroplethr;rvest;choroplethrMaps;knitr;testthat;
7917,grader,richfitz,grader,,testthat;numDeriv;mvtnorm;
7918,praise,gaborcsardi,praise,,testthat;
7919,bionechi,sigurdurthorjonsson,bionechi,,geo;
7920,treeman,DomBennett,treeman,,methods;testthat;
7921,statsolutions,CodyStatisticsSolutions,SSP,,car;foreign;Hmisc;stats;fmsb;psych;nlme;multcomp;mvtnorm;pgirmess;dplyr;psy;heplots;ordinal;reshape;sem;MVN;stringr;semPlot;plyr;nnet;reshape2;ggplot2;parallel;GPArotation;lattice;corrplot;polycor;lattice;lsmeans;data.table;mice;GGally;semPlot;mvtnorm;mice;
7922,treemap,mtennekes,treemap,pkg,colorspace;data.table;ggplot2;grid;gridBase;igraph;methods;RColorBrewer;shiny;knitr;
7923,mcmcdb,jrnold,McmcDb,,methods;stringr;plyr;reshape2;checker;stanmisc;mvtnorm;testthat;roxygen2;
7924,easymake,GShotwell,easyMake,,DiagrammeR;dplyr;tools;stringr;knitr;testthat;
7925,rnaseq.mcf10a,wikiselev,rnaseq.mcf10a,,DESeq2;fpc;ggplot2;reshape;data.table;topGO;GO.db;org.Hs.eg.db;treemap;gplots;rtracklayer;
7926,ssh.utils,collectivemedia,ssh.utils,,stringr;
7927,phylobase,fmichonneau,phylobase,,ade4;ape;Rcpp;rncl;grid;methods;stats;RNeXML;Rcpp;MASS;testthat;knitr;
7928,pogromcydanych,pbiecek,PogromcyDanych,,dplyr;SmarterPoland;
7929,methylaction,jeffbhasin,methylaction,,data.table;GenomicRanges;IRanges;DESeq;goldmine;parallel;RColorBrewer;DESeq;GenomicAlignments;Repitools;reshape;Rsubread;R.utils;
7930,pcurver,roblanf,pcurver,,ggplot2;MADAM;e1071;testthat;
7931,cnvrdpermutations,smilefreak,CNVrdpermutations,,Rcpp;Rcpp;testthat;
7932,infix,luisd303,infix,,
7933,captchareceita,jtrecenti,captchaReceita,,rvest;jpeg;magrittr;xml2;Rcpp;knitr;Rcpp;
7934,format.tables,SwedishPensionsAgency,format.tables,,whisker;methods;data.table;yaml;testthat;
7935,admixturegraph,mailund,admixture_graph,,ggplot2;dplyr;pracma;neldermead;testthat;knitr;
7936,rwms,davesteps,rWMS,,RCurl;stringr;XML;
7937,rcpi,road2stat,Rcpi,,RCurl;rjson;rcdk;foreach;doParallel;Biostrings;GOSemSim;ChemmineR;fmcsR;RUnit;BiocGenerics;ChemmineOB;
7938,rcpi,road2stat,Rcpi-release,,RCurl;rjson;rcdk;foreach;doParallel;Biostrings;GOSemSim;ChemmineR;fmcsR;RUnit;BiocGenerics;ChemmineOB;
7939,matchingfrontier,ChristopherLucas,MatchingFrontier,,MASS;igraph;segmented;stargazer;
7940,lfda,terrytangyuan,lfda,,plyr;grDevices;rARPACK;rgl;testthat;
7941,arm,casallas,arm,,MASS;Matrix;stats;lme4;abind;methods;coda;nlme;
7942,arm,gelman,arm,,MASS;Matrix;stats;lme4;abind;methods;coda;nlme;
7943,playrdesign,nolanlab,PLAYRDesign,,AnnotationDbi;AnnotationFuncs;BSgenome;BSgenome.Hsapiens.UCSC.hg19;Biostrings;GenomicFeatures;GenomicRanges;IRanges;org.Hs.eg.db;plyr;reshape2;shiny;zoo;
7944,cprocessr,Swarchal,CProcessR,,RSQLite;stringr;
7945,plus,APUnatto,test,,forecast;ggplot2;
7946,saccr,sa-ccr,SACCR,,methods;
7947,gpur,cdeterman,gpuR,,Rcpp;assertive;methods;Rcpp;RcppEigen;RViennaCL;BH;testthat;knitr;
7948,ars,shamindras,Simple-R-Package,,stringr;ggplot2;knitr;devtools;
7949,rmymemory,redmode,rmymemory,,RCurl;RJSONIO;
7950,rcov,allr,rcov,,utils;devtools;testthat;
7951,esgtoolkit,thierrymoudiki,ESGtoolkit,,CDVine;ggplot2;gridExtra;reshape2;ycinterextra;Rcpp;knitr;fOptions;Rcpp;
7952,analytics,akashjain0205,analytics,,data.table;
7953,analytics,badrigit,analytics,,httr;httpuv;RCurl;jsonlite;shiny;knitr;testthat;
7954,rentalanalysis,defcon20,rentalAnalysis,,
7955,pairedpermutationtest,adeschen,PairedPermutationTest,,Rcpp;sjPlot;RUnit;knitr;
7956,pscbs,HenrikBengtsson,PSCBS,,utils;R.methodsS3;R.oo;R.utils;R.cache;matrixStats;DNAcopy;listenv;future;parallel;Hmisc;R.rsp;R.devices;ggplot2;aroma.light;
7957,romdb,sho-87,Romdb,,httr;stringi;curl;testthat;knitr;rmarkdown;
7958,dccrimedata,eshilts,dc_crime_data,,rgdal;sp;handysmurf;
7959,ase,gragusa,ase,,sandwich;lmtest;car;
7960,panvizgenerator,thomasp85,PanVizGenerator,,methods;shiny;tools;jsonlite;pcaMethods;FindMyFriends;igraph;BiocStyle;knitr;rmarkdown;testthat;digest;
7961,weightedsvm,kalinn,weightedSVM,,rPython;MASS;
7962,markmyassignment,MansMeg,markmyassignment,,methods;yaml;testthat;httr;codetools;knitr;rmarkdown;
7963,dsprqtl,egking,DSPRqtl,,DSPRqtlDataA;DSPRqtlDataB;knitr;
7964,ask,gaborcsardi,ask,,lazyeval;keypress;readline;crayon;clisymbols;testthat;
7965,xenocat,borgmaan,xeno-fix,,lme4;lattice;mixtools;languageR;LMERConvenienceFunctions;
7966,mswaldhmp,mafed,msWaldHMP,,HMP;
7967,clockstar2,sebastianduchene,ClockstaR,,ape;cluster;phangorn;doParallel;foreach;
7968,kableextra,haozhu233,kableExtra,,knitr;magrittr;stringr;XML;rmarkdown;testthat;
7969,rgraph6,mbojan,rgraph6,,methods;sna;
7970,illuminater,chrishaid,illuminater,,dplyr;tidyr;scales;RSQLServer;stringr;lubridate;ggplot2;testthat;
7971,kirby21.scan.2,muschellij2,kirby21_scan_2,,
7972,kirby21.scan.1,muschellij2,kirby21_scan_1,,
7973,verticalglm,Vertical-Datashield,bw.vertical.comms,,
7974,stddif,Hiro-macchan,Stddif,,MASS;dummies;
7975,numerocnj,jtrecenti,numero_cnj,,knitr;
7976,cytocore,yannabraham,cytoCore,,flowCore;flowViz;stringr;
7977,ggvis,rpruim,ggvis2,,assertthat;jsonlite;shiny;magrittr;dplyr;htmltools;plyr;MASS;mgcv;testthat;knitr;rmarkdown;
7978,ggvis,rstudio,ggvis,,assertthat;jsonlite;shiny;magrittr;dplyr;lazyeval;htmltools;MASS;mgcv;lubridate;testthat;knitr;rmarkdown;
7979,signet,CMPG,signet,,graph;animation;graphite;RCytoscape;
7980,ape,gjuggler,ape,,gee;gee;nlme;lattice;
7981,rcnj,jtrecenti,rcnj,,knitr;
7982,segue,chrisschwer,segue,,rJava;caTools;
7983,segue,egouldo,segue,,rJava;caTools;
7984,segue,leeper,segue,,rJava;caTools;
7985,segue,marrowp,segue,,rJava;caTools;
7986,segue,rathko,segue,,rJava;caTools;
7987,ncdf4helpers,jiho,ncdf4helpers,,ncdf4;plyr;reshape2;
7988,pepmaps,thomasp85,pepmaps,,methods;Rcpp;rJava;xlsx;ggplot2;grid;gridExtra;reshape2;plyr;xcms;CAMERA;ggdendro;MSnbase;OutlierD;pcaPP;RColorBrewer;Biostrings;caret;pcaMethods;
7989,phonics,howardjp,phonics,,Rcpp;testthat;Rcpp;BH;
7990,apg,jpvert,apg,,Iso;knitr;glmnet;Rcpp;RcppArmadillo;Rcpp;RcppArmadillo;
7991,bfast,mengluchu,bfast2,,graphics;stats;zoo;forecast;sp;raster;spdep;
7992,njmtools,nmatzke,njmtools,,
7993,rcharts_extra,timelyportfolio,rChartsExtra,,
7994,musicmaker,Dasonk,musicmakeR,,tuneR;
7995,hopslam,mrpozzi,HOPSLAM,,methods;RColorBrewer;hopach;
7996,hpart,statsmaths,hpart,,rJava;
7997,mappy,robertzk,mappy,,stringr;director;memoise;testthat;testthatsomemore;
7998,eyetrackingr,jwdink,eyetrackingR,,broom;dplyr;ggplot2;lazyeval;zoo;tidyr;pbapply;knitr;lme4;Matrix;testthat;rmarkdown;doMC;foreach;
7999,serosim,jameshay218,serosim,,plyr;gridExtra;ggplot2;grid;deSolve;
8000,hotelhd,qpsy,hotelhd,,nleqslv;flare;Rcpp;Rcpp;RcppArmadillo;testthat;
8001,animate.phyloseq,joey711,animate.phyloseq,,animation;phyloseq;vegan;methods;ggplot2;
8002,moda,ELetier,moda,,testthat;
8003,rbnet,gherardovarando,Rbnet,,cubature;Rbmop;bnlearn;graph;MASS;parallel;
8004,glycanr,iugrina,glycanr,,ggplot2;tidyr;dplyr;coin;knitr;
8005,rtutorsoapoperas,ClaraUlmer,RTutorSoapOperas,,RTutor;foreign;dplyr;ggplot2;gridExtra;lfe;stargazer;regtools;
8006,commonutils,ianfiske,commonutils,,httr;dplyr;stringr;readr;
8007,betararef,bbolker,betararef,,abind;emdbook;lattice;Matrix;vegan;reshape2;ggplot2;plyr;permute;testthat;
8008,aqm,lstoetze,AQMmannheim,,MASS;ggplot2;
8009,racos4,AndyCampbell,rAcoS4,,testthat;
8010,graticule,mdsumner,graticule,,sp;raster;devtools;knitr;maptools;oce;rgdal;rworldmap;testthat;
8011,rflickr,duncantl,Rflickr,,RCurl;XML;digest;RJSONIO;
8012,ncdf4cf,byzheng,ncdf4cf,,ncdf4;
8013,prismutils,kendonB,prismUtils,,rgdal;sp;data.table;Bellmisc;
8014,vprmlandsfcmodel,Timothy-W-Hilton,VPRMLandSfcModel,,chron;DEoptim;Rmpi;
8015,fastdr,gregridgeway,fastDR,,gbm;survey;
8016,ngramr,seancarmody,ngramr,,httr;RCurl;plyr;rjson;stringr;reshape2;ggplot2;scales;
8017,featurehashing,wush978,FeatureHashing,,methods;Rcpp;Matrix;digest;magrittr;Rcpp;digest;BH;RUnit;glmnet;knitr;xgboost;rmarkdown;
8018,schooldistricts,scottshepard,schooldistricts,,
8019,pipecomposer,jcheng5,pipecomposer,,shiny;clipr;ggvis;dplyr;
8020,mobr,MoBiodiv,mobr,,pracma;
8021,rosalia,davharris,rosalia,,assertthat;
8022,sciclone,genome,sciclone,,IRanges;bmm;rgl;RColorBrewer;ggplot2;grid;plotrix;methods;NORMT3;MKmisc;TeachingDemos;
8023,moretreetools,DomBennett,MoreTreeTools,,methods;ape;plyr;RJSONIO;stringr;ggplot2;picante;testthat;
8024,teamlucc,azvoleff,teamlucc,,Rcpp;methods;raster;sp;foreach;iterators;glcm;wrspathrow;rgeos;rgdal;mgcv;dplyr;lmodel2;reshape2;ggplot2;stringr;kernlab;e1071;randomForest;SDMTools;grid;spatial.tools;RCurl;gdalUtils;caret;maptools;mclust;lubridate;XML;testthat;landsat;Rcpp;RcppArmadillo;
8025,rcli,renozao,CLIR,,methods;tools;argparse;devtools;
8026,abcpmcmc,csgillespie,abcpmcmc,,parallel;smfsb;mvtnorm;
8027,nontarget,blosloos,nontarget,,enviPat;nontargetData;mgcv;
8028,thinkdata.accent,truemath,accent,pkg,ggplot2;shiny;data.table;knitr;markdown;Rglpk;xlsx;xlsxjars;rJava;RJSONIO;Rook;httpuv;testthat;
8029,cogena,zhilongjia,cogena,,cluster;ggplot2;kohonen;methods;class;gplots;mclust;amap;apcluster;foreach;parallel;doParallel;fastcluster;corrplot;biwt;Biobase;reshape2;dplyr;devtools;knitr;
8030,nrmgraphics,jonasbhend,NRMgraphics,,maps;mapdata;geoutils;
8031,awc,cszang,awc,,
8032,ryacas,ggrothendieck,ryacas,,XML;
8033,ryacas,michelapanarella,ryacas,,XML;
8034,hash,decisionpatterns,r-hash,,methods;utils;testthat;
8035,rtest,georgi1016,r_test,,
8036,aws.sns,cloudyr,aws.sns,,httr;XML;jsonlite;aws.signature;
8037,systemr,greenore,systemR,,
8038,datafsm,JohnNay,datafsm,,methods;stats;Rcpp;doParallel;testthat;diagram;knitr;caret;GA;Rcpp;
8039,plotmdts,hudsonsuds,plotMDTS,,ggplot2;dplyr;scales;lazyeval;stringr;lubridate;
8040,pieroutil,kozo2,PIEROutil,,SPARQL;hash;
8041,givennames,ampaho,givennames,,dplyr;
8042,gridextra,baptiste,gridextra,,gtable;grid;grDevices;graphics;utils;ggplot2;lattice;knitr;testthat;
8043,gridextra,ttriche,oldGridExtra,,grid;RGraphics;pixmap;EBImage;ggplot2;lattice;
8044,quiltr,grunwaldlab,quiltr,,rmarkdown;yaml;rstudioapi;XML;stringr;memoise;testthat;knitr;
8045,friendlyshiny,cfhammill,friendlyShiny,,shiny;
8046,flydoc,Dasonk,flydoc,,roxygen2;tools;
8047,devium,dgrapov,devium,,
8048,kwai,doktorschiwago,kwai,,Rllvm;compiler;bit64;
8049,rerddap,ropensci,rerddap,,methods;utils;stats;httr;dplyr;data.table;jsonlite;xml2;digest;ncdf4;roxygen2;knitr;testthat;taxize;
8050,cv.ts,zachmayer,cv.ts,,forecast;caret;foreach;fpp;testthat;plyr;
8051,grpregoverlap,YaohuiZeng,grpregOverlap,,Matrix;grpreg;testthat;
8052,nhanesa,cjendres1,nhanes,,stringr;Hmisc;rvest;magrittr;xml2;plyr;knitr;rmarkdown;
8053,knitcitations,cboettig,knitcitations,,RefManageR;digest;httr;methods;utils;testthat;knitr;
8054,hanku,heckendorfc,hanku,,ggplot2;
8055,distrom,TaddyLab,distrom,,Matrix;gamlr;parallel;methods;stats;MASS;textir;
