pkgName,Repo,ExtDependencies
activelearning,ramhiser/activelearning,caret;parallel;activelearning;mlbench;testthat;itertools2;entropy
rpdo,poissonconsulting/rpdo,dplyr;readr;rpdo;curl;ggplot2;tidyr;assertr;lubridate;magrittr;devtools
fdbeye,davebraze/FDBeye,stringr;FDB1
phylolm,lamho86/phylolm,ape
ez,mike-lawrence/ez,plyr;stringr;Matrix;scales;lme4;ggplot2;MASS;reshape2;mgcv;car
tpdt,erdto/TPDT,checkmate;RColorBrewer;fda;plyr;parallel;mvtnorm;sme
sparktable,alexkowa/sparkTable,tools;RGraphics;shiny;gridExtra;grid;StatMatch;pixmap;ggplot2;boot;Cairo;xtable;Rglpk;methods;utils
rsunflo,picasa/rsunflo,plyr;dplyr;ggplot2;lubridate;reshape2
beyonce,dill/beyonce,jpeg;png
echinacealab,stuartWagenius/echinaceaLab,XML
devium,dgrapov/devium,caret;pracma;grid;plyr;pROC;gplots;RCurl;ChemmineR;ggplot2;ROCR;igraph;boot;hmeasure;qvalue;bisoreg;reshape2;car;lsa
msnid,vladpetyuk/MSnID,R.cache;ProtGenerics;Rcpp;mzID;parallel;iterators;foreach;MSnbase;Biobase;doParallel;data.table;methods;reshape2
msg,yihui/MSG,plotrix;KernSmooth;RColorBrewer;RgoogleMaps;grid;ggplot2;mvtnorm;MSG;maps
bci,julianje/BCI,boot
l.s,lucas9999/l.s,l.shiny;plotrix;l.a;testthat;ggplot2;MASS;openxlsx;DT;lattice;rtable;hwriter;RODBC;DataCombine;assertthat;excel.link;rlist;readr;l.g;BBmisc;plot3Drgl;reshape2;wq;Hmisc;knitr;rgl;pipeR;gridExtra;DiagrammeR;l.html;plyr;memisc;formattable;Kmisc;purrr;lubridate;shinydashboard;scales;ReporteRs;pryr;pacman;shiny;dplyr;lazyeval;data.table;ggpllot2;xtable;magrittr;leaflet;readxl;mosaic
roar,vodkatad/roar,GenomicRanges;S4Vectors;rtracklayer;SummarizedExperiment;getopt;roar;GenomicAlignments;methods;Rsamtools
netmeta,guido-s/netmeta,magic;meta
codemogprofile,robkemp/codemogProfile,codemog;mapproj;car;gridExtra;RCurl;grid;dplyr;stringr;maptools;stringi;tidyr;ggplot2;rgdal;scales;ggthemes
parkcluster,zbwrnz/parkcluster,magrittr;dendextend
nipter,molgenis/NIPTeR,S4Vectors;Rsamtools;sets;stats
phylodyn,mdkarcher/phylodyn,INLA;stringr;ape;testthat;phylodyn;spam
regshape,ramseylab/regshape,randomForest
treestack,nverno/treestack,agg;testthat;igraph;ggplot2;data.table;treestack;treemap
addtaxa,eliotmiller/addTaxa,phytools;ape;TreeSim;geiger
udderhealthmonitor,VZoche-Golob/UdderHealthMonitor,assertive;lattice;RAdis;svDialogs;magrittr;knitr
dataverse,IQSS/dataverse-client-r,httr;xml2;urltools;jsonlite
fishvice,einarhjorleifsson/fishvice,gridExtra;RColorBrewer;RCurl;plyr;dplyr;grid;stringr;tidyr;ggplot2;magrittr;reshape2;FLCore
edmsyn,thtrieu/edmsyn,CDM;MASS;diagram;HMM;stats
enmix,xuz1/ENmix,digest;pcaMethods;impute;parallel;foreach;minfiData;MASS;Biobase;minfi;wateRmelon;preprocessCore;geneplotter;doParallel;sva;ENmix
fluxbalanceanalyzer,maxconway/FluxBalanceAnalyzeR,FluxBalanceAnalyzeR;gurobi;assertthat;plyr;stringr;dplyr;testthat
lambdar,AngusWright/LAMBDAR,astro;magicaxis;plotrix;RANN;iterators;foreach;nortest;doParallel;seqinr;matrixStats
psmr,kintero/psmr,lattice
gvc,bquast/gvc,diagonals;gvc;decompr;testthat
bfastspatial,dutri001/bfastSpatial,stringr;bitops;parallel;zoo;igraph;sp;doMC;gdalUtils;bfast;rgdal;raster
caretensemble,zachmayer/caretEnsemble,caret;caretEnsemble;gridExtra;pbapply;digest;plyr;grid;EWStools;randomForest;testthat;ggplot2;data.table;lattice;caTools
rbison,ropensci/rbison,mapproj;plyr;httr;dplyr;grid;ggplot2;sp;methods;jsonlite;stats
knit2synapse,Sage-Bionetworks/knit2synapse,tools;synapseClient;RCurl;stringr;knitr
dycone,cdiener/dycone,dycone;quadprog;rcdd;RCurl;xml2;rvest;pheatmap;limma;testthat;deSolve;MASS;magrittr
flip,livioivil/flip,;Rcpp;someMTP;cherry;VGAM;methods;e1071
funqtl,ikwak2/funqtl,fields;qtl;fda
rrustfib,yutannihilation/RRustFib,Rffi;RAutoGenRunTime
msstats,MeenaChoi/MSstats,marray;grid;Rcpp;gplots;limma;MSnbase;reshape;lme4;ggplot2;preprocessCore;data.table;survival;reshape2
xwas,nampho2/xwas,getopt
rsenal,brooksandrew/Rsenal,shiny;RColorBrewer;vcd;gplots;memoise;roxygen2;randomForest;igraph;MASS;ggplot2;Hmisc;arulesViz;data.table;arules;BBmisc;bestglm;fmsb;leaps
fbsites,c5sire/fbsites,shiny;fbglobal;fbsites;testthat;rhandsontable;shinydashboard
statar,matthieugomez/statar,stringr;dplyr;lazyeval;stargazer;testthat;tidyr;ggplot2;statar;data.table;lubridate;matrixStats
langcog,langcog/langcog,quadprog;assertthat;dplyr;lazyeval;ggplot2;scales;stats
tm.newsstand,sjkiss/tm.newsstand,tm
viridislite,sjmgarnier/viridisLite,ggplot2;grDevices;hexbin;stats
redpanda,crukci-bioinformatics/redpanda,survival;reshape2;drc;RColorBrewer
kamila,ahfoss/kamila,mclust;KernSmooth;FactoMineR;plyr;Rcpp;testthat;gtools;abind;kamila
simscores,guytuori/simScores,shiny;assertthat;arm;stringr;dplyr;shinyapps;lme4;tidyr;ggplot2;lubridate;XML
metams,rwehrens/metaMS,tools;CAMERA;metaMSdata;Matrix;metaMS;robustbase;methods;xcms;BiocGenerics
nclrintroduction,rcourses/nclRintroduction,shiny
fbapi,cgiacofei/fbapi,httr;dplyr;jsonlite
eqldens,abarbour/eqldens,graphics;utils;stats
stampr,colinr23/stampr,rgeos;maptools;deldir;sp;rgdal;tripack;spdep
alsace,rwehrens/alsace,ALS;lattice;ptw
gisfao,UNFAOstatistics/gisfao,sp
metshot,sneumann/MetShot,CAMERA;Biobase;cluster;class;XML;xcms;gstat
ecoretriever,ropensci/ecoretriever,utils
rmrmr,janusza/RmRMR,parallel;caTools;data.table
rtedem,ktoddbrown/rtedem,assertthat;plyr;testthat;deSolve;reshape2
rmassscreening,meowcat/RMassScreening,shinyAce;shiny;enviPick;enviMass
flipmissingdata,NumbersInternational/flipMissingData,flipMissingData;testthat
keggapi,YulongNiu/KEGG_API,xml2;RCurl;stringr;foreach;ParaMisc;XML;doParallel;Biostrings
diehard3000,merlinoa/diehard3000,ggplot2;scales;testthat;insuree
tableone,kaz-yos/tableone,survey;gmodels;Matrix;dummies;testthat;MASS;zoo;survival;e1071;Rd2roxygen;tableone
derivmkts,rmcd1024/derivmkts,derivmkts;testthat
qhp,jjchern/qhp,stringr;dplyr;magrittr;readxl
vat,mareframe/vat,shiny;gridExtra;plyr;stringr;dplyr;tidyr;ncdf4;ggplot2;animation;DT;scales
egcm,matthewclegg/egcm,xts;grid;tseries;parallel;fArma;egcm;urca;MASS;ggplot2;TTR;zoo;methods;stats
metrf,wilsontom/metRF,caret;plyr;FIEtools;dplyr;lattice;pROC;randomForest;parallel;testthat;metRF;methods;e1071
magrittr,smbache/magrittr,testthat
ucr,renlund/ucR,survival;testthat;ucR
gregor,gregorp/gregor,ggplot2;extrafont
syssample,paulburch/syssample,testthat;syssample
variableselection,faridehbagherzadeh/VariableSelection,VariableSelection;digest;randomForest;discretization;entropy
ballgown,alyssafrazee/ballgown-release,splines;GenomicRanges;GenomeInfoDb;RColorBrewer;IRanges;rtracklayer;limma;S4Vectors;testthat;Biobase;methods;sva
honeylogging,avantcredit/analytics-honeylogging,httr;testthatsomemore;crayon;testthat
rd2roxygen,yihui/Rd2roxygen,formatR;roxygen2
distcomp,hrpcisd/distcomp,shiny;digest;R6;httr;stringr;opencpu;distcomp;survival;utils;jsonlite;stats
l.html,lucas9999/l.html,stringr;knitr
riva,mdjlynch/riva,ggplot;biom
inla,andrewzm/INLA,rgl;splines;Rgraphviz;INLA;Matrix;splancs;geometry;testthat;MASS;mvtnorm;sp
rgenerateprec,ecor/RGENERATEPREC,copula;stringr;Matrix;blockmatrix;ggplot2;RMAWGEN;xtable;roxygen2;RGENERATEPRECVis;reshape2;RGENERATE;RGENERATEPREC
modeltools,Lifei-Wang/modeltools,methods;ROCR
prism,ropensci/prism,RCurl;httr;prism;testthat;ggplot2;raster
isco88conversion,pdparker/isco88conversion,hash
ctsgetr,dgrapov/CTSgetR,RCurl;RJSONIO;vwr;snow;KEGGREST
rivsurveyr,jasonfischer/rivSurveyR,R.matlab;data.table;latticeExtra;sp;lattice;caTools;R.utils;gstat
neato,tierneyn/neato,mice;rpart;dplyr;testthat;ggplot2;tidyr;neato;reshape2
opadar,mkesslerct/opadar,stringr;dplyr;openxlsx
hmr,s-u/hmr,iotools
flowregime,mkoohafkan/flowregime,zoo;xts
isobar,fbreitwieser/isobar,isobar;RColorBrewer;plyr;RJSONIO;gplots;MSnbase;Biobase;ggplot2;DBI;OrgMassSpecR;boot;XML;distr;methods;biomaRt;Hmisc;stats
netassoc,bblonder/netassoc,huge;infotheo;vegan;igraph;rags2ridges;corpcor
knn,ivyleavedtoadflax/knn,knn;testthat
econstories,skranz/EconStories,codeUtils;ggplot2;markdown;shinyEvents;shinyBS;hwriter;tidyr;dygraphs;YamlObjects;stringtools;sktools;symbeqs;restorepoint;nleqslv;EconCurves;shinyQuiz;shinyAce;shiny;dplyrExtras;dplyr;EconModels;whisker
franc,MangoTheCat/franc,franc;testthat;jsonlite
betalink,PoisotLab/betalink,betalink;plyr;stringr;testthat;igraph
wats,OuhscBbmc/Wats,grid;testthat;datasets;ggplot2;MASS;markdown;devtools;staticdocs;BayesSingleSub;testit;base;colorspace;gridBase;grDevices;knitr;stats;RColorBrewer;plyr;boot;lubridate;Wats;scales;zoo;circular;utils
nucdyn,gthar/NucleosomeDynamics,GenomicRanges;nucleR;IRanges;parallel;S4Vectors;methods;BiocGenerics
flipmultivariate,NumbersInternational/flipMultivariate,caret;dynlm;e1071;rpart;tree;nnet;sankeytreeR;xlsx;GPArotation;hash;Matrix;randomForest;testthat;colorspace;MASS;psych;Zelig;survey;foreign
approxmh,ljrendell/approxmh,mvtnorm
rmaw,lucasnell/Rmaw,Rmaw;shiny;grid;dplyr;htmlwidgets;testthat;ggplot2;boot;reshape2;scales
baselinewavelet,zmzhang/baselineWavelet,Matrix
titancnautils,tinyheero/titanCNAutils,GenomicRanges;plyr;dplyr;IRanges;readr;S4Vectors;reshape2
eurobarometer,expersso/eurobarometer,gesis;xml2;stringr;dplyr;labelled;survey;haven
fashar,foramashar/fashaR,survival;gtx;plotrix;sqldf
convenience,Thie1e/convenience,xts;stringr;lmtest;vars;SOAR
fishboxes,btupper/fishboxes,sp;methods
rgdal2,edzer/rgdal2_travis,RColorBrewer;grid;Rcpp;iterators;foreach;testthat;methods;grDevices
xandrews,evgeniikonev/xandrews,xandrews
mtaspus,ikwak2/MTaSPUs,Rcpp
ravel,Jfortin1/RAVEL,pbapply;oro.nifti;WhiteStripe;methods;fslr
rtable,davidgohel/rtable,shiny;tidyr;xtable;ReporteRs;knitr;stats
faoswsbalancing,SWS-Methodology/faoswsBalancing,faoswsBalancing;Rsolnp;dplyr;testthat;truncnorm;ggplot2;tidyr;faoswsUtil;data.table;faoswsFlag;faosws;magrittr;reshape2
acs2010s,jjchern/acs2010s,dplyr
biomartr,HajkD/biomartr,Biostrings;RCurl;httr;dplyr;stringr;downloader;biomartr;testthat;XML;data.table;biomaRt
gaze,jjchern/gaze,dplyr;magrittr
roxypackage,unDocUMeantIt/roxyPackage,tools;XiMpLe;rkwarddev;testthat;roxygen2;methods
rejsamp,Dotterbart/rejSamp,checkmate;testthat
tradeflows,paul4forest/tradeflows,tools;gridExtra;RMySQL;dplyr;xlsx;markdown;testthat;ggplot2;FAOSTAT;knitr;tradeflows;xtable;lubridate;reshape2;jsonlite;rmarkdown
dssrip,eheisman/dssrip,xts;plyr;stringr;scales;ggplot2;data.table;lubridate;zoo;rJava
metar,MarcooLopez/METAR,lme4;lsmeans;METAR
loadflex,McDowellLab/loadflex,chron;testthat;ggplot2;MASS;lattice;devtools;unitted;smwrBase;tidyr;reshape2;knitr;stats;splines;gridExtra;evaluate;Matrix;lubridate;loadflex;methods;car;rloadest;dplyr;DVstats
nucleosim,ArnaudDroitLab/nucleoSim,IRanges;S4Vectors;graphics;stats
dplyrextras,skranz/dplyrExtras,dplyrExtras;dplyr;data.table;microbenchmark;magrittr
sixsigma,emilopezcano/SixSigma,e1071;grid;testthat;ggplot2;nortest;SixSigma;xtable;graphics;qcc;lattice;reshape2;grDevices;scales;stats
kscorrect,pnovack-gottshall/KScorrect,;MASS;mclust
iec,ngwalton/iec,iec;testthat
pryr,hadley/pryr,codetools;stringr;Rcpp;stats4;microbenchmark;methods
jchemr,stanstrup/jchemR,tidyr;rcdk
jm,drizopoulos/JM,MASS;survival;nlme;splines
rcsvw,davideceolin/rcsvw,RCurl;httr;stringi;rrdf;rjson;testthat
loader.java,SantanderMetGroup/loadeR.java,rJava
downscaler.java,SantanderMetGroup/downscaleR.java,rJava
preprocomb,mvattulainen/preprocomb,caret;caretEnsemble;kernlab;randomForest;clustertend;DMwR;arules;methods;e1071;utils;stats
mvtos,ljrendell/mvtos,locits;NetTree;wavethresh
qwraps2,dewittpe/qwraps2,ggplot2;dplyr;survival;knitr
rplos,ropensci/rplos,solr;plyr;httr;dplyr;ggplot2;whisker;lubridate;methods;reshape2;utils;jsonlite;stats
jvctools,Vancamjr/jvctools,gridExtra;grid;dplyr;ggthemes;ggplot2;tidyr;reshape2;scales;sqldf
prostatecancervarambally,crukci-bioinformatics/prostateCancerVarambally,tidyr;dplyr
backshift,christinaheinze/backShift,matrixcalc;clue;pcalg;igraph;ggplot2;backShift;testthat;jointDiag;reshape2
jira,awalker89/Rjira,httr;RJSONIO
halcyon,seankross/halcyon,dplyr;shiny;ggvis
simplepbar,evgeniikonev/simplepbar,spbar
pii,jfaganUK/pii,gridExtra;rbenchmark;Rcpp;dplyr;parallel;igraph;ggplot2;pii;data.table;magrittr;reshape2;scales
raptr,cargomoose/raptR,shiny;stringr;dplyr;ggplot2;shinyjs;DT;shinyBS;ggthemes
centipede.tutorial,slowkow/CENTIPEDE.tutorial,GenomicRanges;Rsamtools
rplotfriend,AliciaSchep/rplotfriend,gtable;grid;ggplot2;reshape2;scales
pf,ABS-dev/PF,gdata;RColorBrewer;grid;xtable;methods
amsreliability,KDB2/amsReliability,grid;nlstools;MASS;ggplot2;scales
robustinv,IRSN/RobustInv,mnormt;DiceKriging;grid;Rcpp;RcppArmadillo;KrigInv
circtest,dieterich-lab/CircTest,ggplot2;Rmisc;aod;plyr
biomformat,joey711/biomformat,plyr;Matrix;testthat;yourpackage;rhdf5;methods;jsonlite
rants,zarquon42b/RANTs,R.matlab;ANTsR;SimpleITK;parallel;RcppOctave;Rvcg;Morpho
screening,wwrechard/screening,glmnet
generapipe,RaikOtto/GeneraPipe,gdata
ballgown,alyssafrazee/ballgown,GenomicRanges;splines;GenomeInfoDb;RColorBrewer;IRanges;rtracklayer;limma;S4Vectors;testthat;Biobase;methods;sva
animalmove,umd-lib/animalmove,pgirmess;RColorBrewer;languageR;chron;maptools;splancs;testthat;lme4;sciplot;adehabitatHR;MASS;Hmisc;data.table;rgdal;sp;methods;animalmove;sqldf;raster
scdclisa,frajaroco/scdcLISA,spatstat;KernSmooth;splancs
envalysis,zsteinmetz/envalysis,ggplot2;grid
lohrdata,FinitePopulationSampling/lohrData,UScensus2000
hydroutils,eheisman/hydroutils,gridExtra;plyr;grid;ggplot2;lubridate;scales
emil,Molmed/emil,caret;emil;dplyr;lazyeval;Rcpp;cmprsk;parallel;testthat;tidyr;ggplot2;magrittr;graphics;data.table;survival;methods;grDevices;utils;stats
imdb,RMHogervorst/imdb,jsonlite
thedatabuddha.dataget,rdisalv2/thedatabuddha.dataget,thedatabuddha.dataget
govnr,Smudgerville/govnR,stats
earthquakes,paulhendricks/earthquakes,dplyr
paleobiodb,ropensci/paleobioDB,RCurl;plyr;rjson;gtools;graphics;grDevices;scales;utils;raster;maps
rsvd,Benli11/rPCA,grid;plyr;rsvd;ggplot2;scales
helminthr,ropensci/helminthR,rvest;testthat;devtools;ggmap
pedigreer,Rpedigree/pedigreeR,methods;Matrix
censusapitools,RubyFore/CensusAPITools,sp;CensusAPITools;jsonlite;stringr
nodiv,mkborregaard/nodiv,picante;ape;vegan;testthat;nodiv;sp;utils;raster
expressr,alexdulin/expressR,RCurl;httr;httpuv;base64enc;magrittr;methods;jsonlite
raedessim,alfcrisci/rAedesSim,verification;xts;zoo;deSolve;sp;lubridate;rgdal;mgcv;leaflet
brranching,ropensci/brranching,httr;ape;testthat;taxize
circr,espinielli/circr,dplyr
rgdal2,thk686/rgdal2,RColorBrewer;grid;Rcpp;iterators;foreach;testthat;methods;grDevices
metmsline,WMBEdmands/MetMSLine,tcltk2;fastcluster;MetMSLine;pcaMethods;foreach;data.table;zoo;fpc;reshape2;bootstrap;dynamicTreeCut;ff
emailr,alexdulin/emailR,stringr;jsonlite;assertive.data
dvn,ropensci/dvn,XML;RCurl
r.cache,HenrikBengtsson/R.cache,R.methodsS3;R.oo;digest;utils;R.utils
alm,ropensci/alm,plyr;httr;grid;stringr;rplos;alm;testthat;reshape;ggplot2;lubridate;reshape2;jsonlite
gtrellis,jokergoo/gtrellis,GetoptLong;grid;gtrellis;circlize;testthat
rrqueue,traitecoevo/rrqueue,docopt;redux;R6;digest;crayon;RedisHeartbeat;RedisAPI;testthat;ids;storr;rrqueue;progress
janitor,Smudgerville/janitoR,stats
flexsurv,chjackson/flexsurv-dev,eha;quadprog;deSolve;mvtnorm;muhaz;survival;mstate
rgator,hirenj/Rgator,grid;rjson;ggplot2;devtools;proto;sna;edgeR;colbycol;VennDiagram;jsonlite;gridExtra;RColorBrewer;RCurl;plyr;network;graphite;scales;httr;httpuv;data.table;intergraph;DESeq
conduit,anhinton/conduit,graph;RCurl;Rgraphviz;RBGL;testthat;XML;methods;gridGraphviz;conduit
geoplus,Nowosad/geoplus,sp;raster;rgeos
radwords,jburkhardt/RAdwords,rjson;RCurl
profr,hadley/profr,stringr;reshape;plyr
rspear,EDiLD/rspear,rspear;testthat;plyr
ellipsoid,antiphon/ellipsoid,rgl;testthat;spatstat;sphere;sp;ellipsoid;devtools
shotsignr,timelyportfolio/shotsignR,dplyr;htmlwidgets;testthat;shotsignR;ggplot2;magrittr
nspp,b-steve/nspp,nspp;Rcpp;testthat;optimx;mvtnorm
bnclassify,bmihaljevic/bnclassify,rpart;graph;assertthat;mlbench;RBGL;testthat;mlr;bnclassify;microbenchmark;matrixStats;entropy
prostatecancertaylor,crukci-bioinformatics/prostateCancerTaylor,Biobase;dplyr;tidyr
phylobase,fmichonneau/phylobase,phylobase;grid;Rcpp;ape;testthat;MASS;RNeXML;rncl;methods;ade4;stats
sfreemap,dpasqualin/sfreemap,ape;phytools;sfreemap;testthat
dosefinding,bbnkmp/DoseFinding,lattice;rjags;mvtnorm
rsmoltmon,bmasch/RSmoltMon,dplyr;ggplot2;lubridate;reshape2;scales
netpredictor,abhik1368/netpredictor,RCurl;Matrix;rgexf;foreach;Rook;parallel;igraph;doMC;enrichvs;netpredictor;utils;knitr
codepoint,yapweiliang/codepoint,dplyr;readr;readxl
odmr,D-ESC/ODMr,shinyAce;RODBC;shiny;xts;ggplot2;lubridate;zoo
rbl,SESman/rbl,fields;RcppRoll;testthat;signal;data.table;manipulate;sqldf
unf,leeper/UNF,tools;digest;base64enc
drupalr,edwbaker/DrupalR,httr
rmt3dms,rogiersbart/RMT3DMS,ggplot2;RMODFLOW;readr;RTOOLZ
rneo4j,nicolewhite/RNeo4j,httr;RJSONIO;rstudioapi;RNeo4j
ridigbio,iDigBio/ridigbio,plyr;httr;testthat;ridigbio;jsonlite
sequentialsearch,rladeira/sequentialSearch,clusterCrit;foreach;rDatasets
rbsmodels,santosneto/rbsmodels,pracma;gamlss;faraway;nortest;alr3
scanimage,jefferis/scanimage,stringr;scanimage;tiff;testthat
yhs.catalog,abarbour/yhs.catalog,yhs.catalog;dplyr;testthat;ggplot2;magrittr;maps
ali.raf,DavideMagno83/ali.raf,shiny;dplyr;hash;ggplot2;corpcor;ali.raf;DT
reflite,renkun-ken/reflite,testthat;reflite
kfigr,mkoohafkan/kfigr,knitr;stats
trafficmsd,vsimko/trafficmsd,fields;assertthat;biwavelet;dplyr;testthat;trafficmsd;zoo;reshape2;scales
ddst,pbiecek/ddst,orthopolynom;evd
inzight,iNZightVIT/iNZight,gdata;RODBC;survey;iNZightTools;plyr;grid;objectProperties;gWidgets2RGtk2;iNZightPlots;reshape2;cairoDevice;gWidgets2;RGtk2
crandalf,yihui/crandalf,tools;crandalf
spatialdemography,akeyel/spatialdemography,copula;popdemo;Matrix;parallel;lhs;spatialdemography;gbm;quantreg;FD;raster;Hmisc;multirich
pxrmisc,xprimexinverse/pxRmisc,pxR
brocks,brendan-R/brocks,assertthat;grid;stringr;brocks;testthat;ggplot2;htmltools;lubridate;servr;scales;knitr;png
reval,mkoohafkan/reval,foreach;doParallel
ngchm,bmbroom/NGCHMR,digest;httr;tsvio;methods;jsonlite
nflvegas,mdhuilee/NFLvegas,stringr
h5api,cluoma/h5api,httr;jsonlite;png
paramhelpers,berndbischl/ParamHelpers,checkmate;mboost;testthat;soobench;BBmisc;ParamHelpers;devtools
llsm,SAcmu/LLSM,MASS;Rcpp;mvtnorm;igraph
cprad,evanpk/cprad,stringr;knitr
grapler,GRAPLE/GRAPLEr,glmtools;RCurl;ncdf
bextremes,cinnober/EVT,compiler;rugarch;devtools
edgebundler,garthtarr/edgebundleR,htmlwidgets;shiny;rjson;igraph
bgmm,pbiecek/bgmm,combinat;testthat;bgmm;mvtnorm;lattice;car
rio,leeper/rio,tools;readxl;yaml;curl;longurl;openxlsx;XML;data.table;readODS;haven;foreign;utils;jsonlite
fiscrape,joranE/fiscrape,plyr;RMySQL;stringr;DBI;XML
sphere,antiphon/sphere,rgl;devtools;Rcpp;mvtnorm;Kdirectional
description,metacran/description,crayon;testthat;description;R6
popcycle,uwescience/popcycle,pkgname;plyr;RSQLite;splancs;snow;testthat;popcycle
readsmi,thohag/readSMI,data.table
diatechserver,usobiaga/diatechServer,diaMeasures
smarterpoland,pbiecek/SmarterPoland,httr;rjson;ggplot2;htmltools;jsonlite
tmisc,stephenturner/Tmisc,dplyr;readr;utils
obanalytics,phil8192/ob-analytics,grid;testthat;ggplot2;obAnalytics;zoo;reshape2
savr,ploverso-pgdx/savR,gridExtra;savR;testthat;ggplot2;XML;methods;reshape2;scales
pogromcydanych,pbiecek/PogromcyDanych,dplyr;SmarterPoland
p1755,protViz/p1755,dplyr;DBI;pepfdr
rslim,ustunb/rslim,cplexAPI
psiplot,kcha/psiplot,plyr;testthat;ggplot2;psiplot;methods;reshape2
geoknife,USGS-R/geoknife,httr;geoknife;testthat;XML;sp;methods;utils
bscgas,BioStaCs/BSCgas,e1071;glmnet;c060;MASS;ROCR;ggplot2;compiler;reshape2
rbs,santosneto/RBS,pracma;gamlss;faraway;nortest;alr3
metcourse,ssokolen/metcourse,dplyr;RSQLite;tidyr;ggplot2;reshape2;mgcv
mediana,gpaux/Mediana,foreach;utils;MASS;mvtnorm;doRNG;doParallel;survival;ReporteRs;stats
rpython,cjgb/rPython-win,RJSONIO
evobir,coleoguy/evobir,shiny;geiger;ape;seqinr;phytools;viridis
genomicrutils,VitorAguiar/genomicRutils,magrittr;readr;data.table;dplyr
superheat,rlbarter/superheat,;grid;dplyr;testthat;scales;ggplot2;superheat;magrittr;gtable
rxmcda,paterijk/RXMCDA,kappalab;RXMCDA;XML
rapport,Rapporter/rapport,yaml;rapportools;stringr;pander;grDevices;utils;rapport
rgoogleanalyticspremium,Tatvic/RGoogleAnalyticsPremium,httr;RGoogleAnalyticsPremium;lubridate;utils;jsonlite
chromstar,ataudt/chromstaR,GenomicRanges;IRanges;S4Vectors;BSgenome;testthat;ggplot2;mvtnorm;GenomicAlignments;reshape2;biomaRt;Rsamtools;chromstaR;BiocGenerics
bayesbd,xylimeng/BayesBD,plotrix
face,alstat/face,lattice;reshape2;fr;EBImage
rilostat,dbescond/Rilostat,xml2;plyr;stringr;dplyr;foreach
onsr,eamoakohene/onsR,sqldf;R6;stats
shinydust,nutterb/shinydust,shinydust;shiny;ArgumentCheck;pixiedust
idpedu,oduerr/idpedu,tools;xtable;rmarkdown
dynmod,sbfnk/dynmod,Rcpp;data.table
pir,ypriverol/pIR,caret;plyr;pIR;lsr;testthat;ggplot2;corrplot
inzightplots,iNZightVIT/iNZightPlots,SparseM;hexbin;grid;iNZightMR;s20x;quantreg;boot;survey
mplot,garthtarr/mplot,glmnet;shiny;googleVis;plyr;parallel;foreach;shinydashboard;graphics;doParallel;bestglm;leaps;stats
limestats,ofurkusi/limestats,stringr;Hmisc;xtable
findmyfriends,thomasp85/FindMyFriends,BiocParallel;grid;testthat;igraph;ggplot2;Biobase;filehash;digest;IRanges;reshape2;kebabs;Biostrings;gtable;S4Vectors;Matrix;ggdendro;methods;tools;Rcpp;dplyr;FindMyFriends
meteodatabayern,ecor/MeteoDataBayern,stringr;rvest;MeteoDataBayern;roxygen2;stringi;RSMET;XML;ggmap;sp;reshape2
polloi,wikimedia/wikimedia-discovery-polloi,shiny;xts;RColorBrewer;plyr;readr;dygraphs;shinydashboard;lubridate;zoo;magrittr
metacycle,gangwug/MetaCycleV100,gnm
sapflux,berdaniera/sapflux,mvtnorm
yapo,piccolbo/yapo,methods;dplyr;yapo
powerperformance,AndyClifton/PowerPerformance,proto;gridExtra;grid;randomForest;ggplot2
graf,goldingn/GRaF,dismo;memoise
trader,pavel-fibich/TRADER,dplR
rqpen,bssherwood/rqpen,quantreg;regpro
hbpjdbcconnect,LREN-CHUV/hbpjdbcconnect,hbpjdbcconnect;testthat;RJDBC
guelph,samhinshaw/guelph,RCurl
sabr,mdlee12/sabr,dplyr;DBI;RSQLite;rvest
robusta,msaidf/robusta,;sandwich;lmtest;plm
segue,chrisschwer/segue,;bitops;caTools;rJava
exreport,jacintoArias/exreport,tools;ggplot2;methods;reshape2;grDevices;utils;stats
neracooscrawler,btupper/neracooscrawler,methods;threddscrawler
origami,jeremyrcoyle/origami,plyr;foreach;SuperLearner;formatR;abind;methods;nnet;devtools
gillescom,piLaboratory/GillesCom,Rcpp;parallel;bbmle;RcppArmadillo;graphics;sads;grDevices;utils;stats
eeptools,jknowles/eeptools,vcd;arm;memisc;maptools;testthat;ggplot2;reshape;MASS;data.table;eeptools
recomb.landscape,susjoh/recomb.landscape,rbenchmark;plyr;ggplot2;data.table;profvis
romdb,sho-87/Romdb,httr
linbin,ezwelty/linbin,graphics;grDevices;utils;stats
brandseyer,brandseye/brandseyer,stringr;dplyr;httr;foreach;doMC;jsonlite
indicatorsforfisheries,juldebar/IRDTunaAtlas,IRDTunaAtlas;mapdata;rjson;base64enc;ggplot2;XML;mapplots;maps;rgeos;sp;fpc;jsonlite;rCharts;RColorBrewer;plyr;RCurl;rrdf;ncdf;rgdal;methods;dplyr
databasealpenveurac,JBrenn/DataBaseAlpEnvEURAC,xts;grid;chron;soilwater;zoo;lattice
rplot.extra,stanstrup/Rplot.extra,plyr;pcaMethods;igraph;ggplot2;Rplot.extra;devtools
rleafmap,fkeck/rleafmap,knitr;graphics;sp;methods;grDevices;utils;raster
rpanda,hmorlon/PANDA,pvclust;geiger;picante;ape;testthat;deSolve;igraph;mvMORPH;cluster;corpcor;TESS;phytools;RPANDA;fpc;pspline;stats
